Idade,Vínculo,Sexo,Ano_ingresso,Curso_grad,Programa_pós,Nível,Departamento,Setor,Origem_vist,Frequencia,Campus_agradavel,Impacto,Participação,Particip_fora,Interesse,Conhecimento,Compromisso,Transformador,Segurança,Alt_seg_noite,Distância,Modal_atecampus,S_Ilum,S_ag,S_equ,S_vias,S_cal,S_acess,S_sinal,S_ciclovias,Aplicativo,C_Acol,C_pert,C_Sau,C_atendaluno,C_PAPFE,C_moradia,C_cre,C_gen,C_etn,C_aces,C_Rucas,C_alim,C_conv,C_esp,C_estudo,C_int,C_infacd,C_orgtrans,C_qveic,C_visit,C_funcio,C_santi,C_mobl,C_aPSaude,Interesse_ativ
De 18 a 25 anos,Estudante de Graduação,Feminino,2021.0,Engenharia Florestal,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,"Sim, em outros lugares",Muito,Moderadamente,Moderadamente,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Ruim,Regular,Não sei opinar,Bom,Regular,Péssimo,Regular,Ótimo,"Conheço, mas nunca utilizei",Regular,Bom,Péssimo,Ruim,Regular,Ruim,Não sei opinar,Ruim,Péssimo,Ruim,Regular,Péssimo,Péssimo,Péssimo,Ruim,Regular,Ruim,Bom,Bom,Péssimo,0,Péssimo,Ruim,Ruim,Bastante
De 18 a 25 anos,Estudante de Graduação,Feminino,2024.0,Ciências Biológicas,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Muito,Moderadamente,Pouco,Pouco,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Péssimo,Regular,Não sei opinar,Ruim,Ruim,Péssimo,Regular,Ruim,"Conheço, mas nunca utilizei",Bom,Bom,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Ótimo,Regular,Bom,Regular,Regular,0,Não sei opinar,Não sei opinar,Não sei opinar,Não sei responder
De 18 a 25 anos,Estudante de Graduação,Masculino,0.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Sim,Conheço e já participei,"Sim, em outros lugares",Muito,Muito,Muito,Muito,Seguro(a),Não frequento o Campus no período noturno,6.0,Moto,Ruim,Regular,Ruim,Bom,Bom,Regular,Bom,Regular,"Conheço, mas nunca utilizei",Regular,Regular,Ruim,Regular,Bom,Bom,Bom,Regular,Regular,Regular,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Regular,Regular,Regular,0,Ruim,Bom,Bom,Pouco
De 18 a 25 anos,Estudante de Graduação,Masculino,2022.0,Ciências Econômicas,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Sim,Conheço e já participei,"Sim, na minha escola",Muito,Moderadamente,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",20.0,Carro,Regular,Bom,Bom,Regular,Ruim,Regular,Bom,Regular,Não conheço,Bom,Regular,Péssimo,,Bom,Bom,Regular,Ruim,Ruim,Bom,Ruim,Ótimo,Ótimo,Ótimo,Ótimo,Regular,Regular,Ruim,Ruim,Bom,0,Regular,Bom,Regular,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2022.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Muito inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Não conheço,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,0,Regular,Regular,Regular,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2022.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito Pouco,Moderadamente,Pouco,Muito Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,Bicicleta,Ruim,Bom,Bom,Regular,Bom,Não sei opinar,Regular,Ruim,"Conheço, mas nunca utilizei",Bom,Ótimo,Ruim,Regular,Ruim,Ruim,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Regular,Bom,Bom,Bom,Bom,Regular,Bom,Bom,Bom,Bom,0,Ruim,Regular,Ruim,Pouco
De 18 a 25 anos,Estudante de Graduação,Masculino,2021.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,"Sim, em outros lugares",Moderadamente,Muito,Moderadamente,Moderadamente,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,A pé,Péssimo,Regular,Regular,Péssimo,Péssimo,Péssimo,Péssimo,Péssimo,Conheço,Ruim,Ruim,Ruim,Bom,Ótimo,Ótimo,Não sei opinar,Não sei opinar,Ruim,Ruim,Ótimo,Ótimo,Regular,Péssimo,Ótimo,Ótimo,Ótimo,Péssimo,Péssimo,Ótimo,0,Péssimo,Péssimo,Ótimo,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2022.0,Engenharia Florestal,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Moderadamente,Muito,Muito,Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",3.0,Bicicleta,Regular,Bom,Bom,Bom,Regular,Ruim,Ruim,Ruim,"Conheço, mas nunca utilizei",Bom,Regular,Ruim,Regular,Péssimo,Ruim,Não sei opinar,Regular,Regular,Ruim,Regular,Ruim,Ruim,Bom,Ruim,Péssimo,Ruim,Bom,Regular,Bom,0,Péssimo,Péssimo,Ruim,Nenhum
De 18 a 25 anos,Estudante de Graduação,Feminino,2024.0,Administração,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),Não frequento o Campus no período noturno,18.0,Ônibus,Regular,Ruim,Ruim,Regular,Regular,Ruim,Regular,Ruim,"Conheço, mas nunca utilizei",Bom,Bom,Regular,Regular,Regular,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Regular,Ruim,Ruim,Não sei opinar,Regular,Regular,Regular,Ruim,Ruim,Regular,0,Regular,Ruim,Não sei opinar,Pouco
De 18 a 25 anos,Estudante de Graduação,Feminino,2022.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Em partes,"Conheço, mas não participei","Sim, no meu bairro/comunidade",Muito,Muito,Muito,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Péssimo,Ruim,Ruim,Regular,Regular,Bom,Ruim,Ótimo,Conheço,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,Péssimo,Péssimo,Regular,Péssimo,Regular,Regular,Ruim,Bom,Regular,0,Regular,Ruim,Bom,Pouco
De 36 a 45 anos,Estudante de Graduação,Masculino,2021.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,"Sim, no meu bairro/comunidade",Moderadamente,Moderadamente,Moderadamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Ruim,Ruim,Ruim,Regular,Regular,Regular,Regular,Regular,Não conheço,Ruim,Ruim,Ruim,Ruim,Ruim,Regular,Ruim,Não sei opinar,Não sei opinar,Regular,Péssimo,Péssimo,Regular,Regular,Bom,Bom,Bom,Regular,Regular,Regular,0,Regular,Regular,Regular,Pouco
De 18 a 25 anos,Estudante de Graduação,Feminino,2024.0,Engenharia Florestal,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, na minha escola",Muito,Muito,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,A pé,Ruim,Regular,Regular,Bom,Bom,Não sei opinar,Bom,Ótimo,"Conheço, mas nunca utilizei",Bom,Regular,Péssimo,Regular,Bom,Não sei opinar,Não sei opinar,Ruim,Ruim,Regular,Regular,Regular,Bom,Bom,Ótimo,Ótimo,Ótimo,Bom,Regular,Bom,0,Bom,Ótimo,Ruim,Bastante
De 18 a 25 anos,Estudante de Graduação,Prefiro não responder,2022.0,Ciências Econômicas,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, na minha escola",Muito,Moderadamente,Muito,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Ruim,Bom,Regular,Regular,Ruim,Ruim,Regular,Ruim,Conheço,Bom,Bom,Não sei opinar,Ótimo,Não sei opinar,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,Bom,Regular,Ruim,Ótimo,Bom,Regular,Bom,Regular,Regular,Não sei opinar,0,Regular,Ruim,Bom,Bastante
De 18 a 25 anos,Estudante de Graduação,Feminino,2022.0,Ciências Biológicas,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, na minha escola",Moderadamente,Moderadamente,Moderadamente,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",64.0,Ônibus,Bom,Bom,Regular,Bom,Regular,Regular,Bom,Ótimo,Conheço,Bom,Bom,Não sei opinar,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Bom,Bom,Regular,Regular,Não sei opinar,Não sei opinar,Ótimo,Bom,Bom,Bom,Bom,Ótimo,0,Não sei opinar,Regular,Não sei opinar,Não sei responder
De 18 a 25 anos,Estudante de Graduação,Feminino,2020.0,Gestão Ambiental,0,0,0,0,0,De uma à três vezes na semana,Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Extremamente,Muito,Muito,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",10.0,Carro,Regular,Bom,Regular,Bom,Ruim,Bom,Bom,Bom,Conheço,Ruim,Péssimo,Ruim,Ruim,Bom,Não sei opinar,Não sei opinar,Regular,Regular,Regular,Regular,Regular,Bom,Não sei opinar,Bom,Ótimo,Ótimo,Bom,Bom,Bom,0,Bom,Bom,Bom,Pouco
De 18 a 25 anos,Estudante de Graduação,Feminino,2022.0,Gestão Ambiental,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Muito,Muito,Muito,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,Bicicleta,Ruim,Regular,Não sei opinar,Regular,Regular,Ruim,Bom,Péssimo,Não conheço,Bom,Bom,Ruim,Bom,Bom,Bom,Bom,Regular,Ruim,Regular,Bom,Péssimo,Bom,Bom,Regular,Regular,Regular,Ruim,Ruim,Regular,0,Ruim,Bom,Ruim,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2022.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito,Moderadamente,Extremamente,Muito,Indiferente,"Não, continuo me sentindo seguro(a)",4.0,Carro,Regular,Bom,Regular,Regular,Regular,Regular,Ótimo,Bom,"Conheço, mas nunca utilizei",Bom,Ótimo,Regular,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Regular,Ruim,Regular,Bom,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ruim,0,Regular,Regular,Não sei opinar,Pouco
De 18 a 25 anos,Estudante de Graduação,Feminino,2024.0,Ciências Biológicas,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Moderadamente,Pouco,Muito,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Bicicleta,Ruim,Bom,Bom,Regular,Ótimo,Ótimo,Ótimo,Ótimo,Conheço,Bom,Bom,Bom,Bom,Bom,Ótimo,Bom,Ótimo,Ótimo,Ótimo,Regular,Ruim,Ruim,Bom,Bom,Bom,Ótimo,Ótimo,Bom,Bom,0,Bom,Bom,Ótimo,Pouco
De 18 a 25 anos,Estudante de Graduação,Feminino,2023.0,Ciências Biológicas,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito,Moderadamente,Extremamente,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",30.0,van,Péssimo,Péssimo,Péssimo,Ruim,Regular,Ruim,Péssimo,Bom,"Conheço, mas nunca utilizei",Ruim,Ruim,Péssimo,Bom,Regular,Não sei opinar,Não sei opinar,Péssimo,Ruim,Regular,Bom,Regular,Ruim,Não sei opinar,Ruim,Bom,Bom,Regular,Regular,Ruim,0,Ruim,Regular,Não sei opinar,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2020.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, na minha escola",Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Não, continuo me sentindo seguro(a)",1.0,A pé,Bom,Bom,Bom,Regular,Regular,Não sei opinar,Bom,Bom,"Conheço, mas nunca utilizei",Bom,Bom,Não sei opinar,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Ruim,Bom,Bom,Bom,Bom,Bom,Bom,Regular,Bom,Bom,Bom,Ótimo,0,Bom,Bom,Não sei opinar,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,0.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Pouco,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Bicicleta,Regular,Regular,Regular,Ruim,Ruim,Regular,Regular,Bom,Não conheço,Bom,Ótimo,Regular,Regular,Não sei opinar,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Regular,Não sei opinar,Regular,Não sei opinar,Bom,Bom,Regular,Não sei opinar,Regular,Bom,0,Ruim,Bom,Não sei opinar,Pouco
De 36 a 45 anos,Estudante de Graduação,Feminino,2024.0,Gestão Ambiental,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Muito,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",0.0,A pé,Péssimo,Péssimo,Péssimo,Péssimo,Bom,Regular,Regular,Bom,Não conheço,Ótimo,Ótimo,Regular,Ótimo,Ótimo,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Ótimo,Ótimo,Ótimo,Não sei opinar,Não sei opinar,0,Ótimo,Ótimo,Não sei opinar,Pouco
De 18 a 25 anos,Estudante de Graduação,Feminino,2024.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,"Sim, no meu bairro/comunidade",Muito,Moderadamente,Moderadamente,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Bicicleta,Regular,Ruim,Ruim,Regular,Bom,Regular,Ótimo,Regular,Conheço,Regular,Regular,Regular,Ruim,Regular,Regular,Bom,Bom,Bom,Regular,Péssimo,Regular,Bom,Ótimo,Bom,Regular,Bom,Ótimo,Não sei opinar,Não sei opinar,0,Ruim,Regular,Péssimo,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2024.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Extremamente,Moderadamente,Moderadamente,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,Bicicleta,Regular,Bom,Ruim,Péssimo,Ruim,Ruim,Ruim,Péssimo,"Conheço, mas nunca utilizei",Ruim,Bom,Ruim,Não sei opinar,Péssimo,Bom,Não sei opinar,Ruim,Ruim,Ruim,Ruim,Regular,Bom,Bom,Bom,Bom,Ótimo,Regular,Ruim,Bom,0,Bom,Regular,Regular,Bastante
De 18 a 25 anos,Estudante de Graduação,Feminino,2021.0,Ciência dos Alimentos,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Muito,Muito,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",15.0,Carro,Ruim,Bom,Regular,Bom,Bom,Regular,Bom,Bom,Não conheço,Ótimo,Ótimo,Ótimo,Bom,Bom,Bom,Ótimo,Bom,Bom,Bom,Regular,Bom,Regular,Ótimo,Ótimo,Ótimo,Ótimo,Bom,Bom,Bom,0,Bom,Ótimo,Bom,Pouco
De 36 a 45 anos,Estudante de Graduação,Masculino,2024.0,Ciência dos Alimentos,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu trabalho",Muito,Moderadamente,Muito,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",15.0,Carro,Bom,Regular,Bom,Bom,Bom,Ruim,Péssimo,Bom,Conheço,Ruim,Regular,Regular,Regular,Bom,Regular,Bom,Ruim,Ruim,Ruim,Regular,Regular,Ruim,Regular,Ruim,Bom,Bom,Ruim,Ótimo,Bom,0,Bom,Bom,Regular,Bastante
De 18 a 25 anos,Estudante de Graduação,Feminino,2024.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Extremamente,Moderadamente,Muito,Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",11.0,Ônibus,Regular,Ruim,Péssimo,Regular,Bom,Regular,Regular,Regular,"Conheço, mas nunca utilizei",Regular,Bom,Ruim,Bom,Ruim,Regular,Regular,Regular,Regular,Regular,Bom,Regular,Regular,Bom,Regular,Regular,Ótimo,Bom,Regular,Bom,0,Ruim,Ruim,Regular,Bastante
De 56 a 65 anos,Estudante de Graduação,Masculino,2020.0,Ciências Econômicas,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, no meu bairro/comunidade",Moderadamente,Muito,Moderadamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,Péssimo,Péssimo,Péssimo,Não sei opinar,Não conheço,Ruim,Ruim,Ruim,Ruim,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,Ruim,Ruim,Não sei opinar,Não sei opinar,Ruim,Não sei opinar,Ruim,Ruim,Ruim,Ruim,Regular,Ruim,0,Ruim,Ruim,Não sei opinar,Pouco
De 18 a 25 anos,Estudante de Graduação,Feminino,2022.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, na minha escola",Muito,Muito,Pouco,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,Carro,Não sei opinar,Bom,Não sei opinar,Bom,Regular,Não sei opinar,Regular,Não sei opinar,"Conheço, mas nunca utilizei",Bom,Regular,Não sei opinar,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Péssimo,Regular,Não sei opinar,Bom,Bom,Regular,Não sei opinar,Bom,Não sei opinar,0,Ruim,Ruim,Não sei opinar,Bastante
De 18 a 25 anos,Estudante de Graduação,Feminino,2024.0,Ciências Econômicas,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, na minha escola",Muito,Moderadamente,Moderadamente,Pouco,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",11.0,Ônibus,Ruim,Bom,Regular,Bom,Ruim,Ruim,Regular,Regular,"Conheço, mas nunca utilizei",Ruim,Regular,Regular,Regular,Bom,Bom,Regular,Bom,Ruim,Ruim,Ótimo,Ruim,Regular,Não sei opinar,Bom,Péssimo,Regular,Ruim,Ruim,Regular,0,Ruim,Regular,Ótimo,Bastante
De 18 a 25 anos,Estudante de Graduação,Feminino,2022.0,Engenharia Florestal,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Extremamente,Muito,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",10.0,Carro,Péssimo,Ruim,Péssimo,Regular,Ruim,Péssimo,Ruim,Regular,"Conheço, mas nunca utilizei",Regular,Péssimo,Péssimo,Ruim,Regular,Bom,Bom,Péssimo,Péssimo,Péssimo,Péssimo,Bom,Bom,Bom,Bom,Bom,Regular,Ruim,Bom,Bom,0,Ruim,Ótimo,Bom,Bastante
De 26 a 35 anos,Estudante de Graduação,Masculino,2016.0,Engenharia Agronômica,0,0,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu trabalho",Extremamente,Extremamente,Extremamente,Extremamente,Indiferente,"Não, continuo me sentindo seguro(a)",3.0,A pé,Bom,Péssimo,Péssimo,Ótimo,Ótimo,Ótimo,Ótimo,Regular,Conheço,Bom,Ótimo,Regular,Bom,Regular,Bom,Regular,Bom,Bom,Bom,Regular,Regular,Regular,Regular,Regular,Ruim,Bom,Bom,Bom,Bom,0,Ruim,Regular,Regular,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2022.0,Gestão Ambiental,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Muito,Muito,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",15.0,Carro,Regular,Bom,Bom,Bom,Regular,Regular,Regular,Regular,Não conheço,Bom,Bom,Ruim,Regular,Bom,Não sei opinar,Não sei opinar,Regular,Regular,Regular,Regular,Regular,Ruim,Não sei opinar,Ruim,Regular,Regular,Regular,Regular,Bom,0,Regular,Regular,Não sei opinar,Bastante
De 18 a 25 anos,Estudante de Graduação,Masculino,2021.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Não,Sim,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Muito,Indiferente,"Não, continuo me sentindo seguro(a)",10.0,Carro,Regular,Bom,Bom,Regular,Ruim,Péssimo,Ruim,Ruim,"Conheço, mas nunca utilizei",Ruim,Péssimo,Péssimo,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,Ruim,Regular,Regular,Ruim,Ruim,Regular,Regular,Regular,Regular,Regular,Regular,Regular,0,Péssimo,Regular,Não sei opinar,Nenhum
De 18 a 25 anos,Estudante de Graduação,Feminino,2024.0,Ciências Biológicas,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Não, continuo me sentindo seguro(a)",1.0,Carro,Ótimo,Bom,Bom,Ótimo,Bom,Bom,Bom,Bom,"Conheço, mas nunca utilizei",Regular,Regular,Péssimo,Ruim,Não sei opinar,Não sei opinar,Não sei opinar,Péssimo,Péssimo,Bom,Bom,Bom,Bom,Regular,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ruim,0,Ótimo,Ótimo,Não sei opinar,Não sei responder
De 18 a 25 anos,Estudante de Graduação,Feminino,2020.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, na instituição religiosa",Moderadamente,Muito,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",7.0,Carro,Ruim,Regular,Ruim,Regular,Regular,Bom,Regular,Ótimo,Não conheço,Regular,Ótimo,Bom,Bom,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Péssimo,Regular,Bom,Ruim,Ruim,Regular,Ruim,Ruim,0,Ruim,Regular,Bom,Pouco
De 18 a 25 anos,Estudante de Graduação,Feminino,2022.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Muito,Moderadamente,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,A pé,Ruim,Regular,Ruim,Regular,Ruim,Ruim,Regular,Regular,"Conheço, mas nunca utilizei",Regular,Regular,Ruim,Ruim,Regular,Bom,Bom,Regular,Regular,Regular,Ruim,Péssimo,Péssimo,Regular,Regular,,Bom,Regular,Regular,Regular,0,Ruim,Ruim,Péssimo,Nenhum
De 18 a 25 anos,Estudante de Graduação,Feminino,2022.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Regular,Regular,Regular,Bom,Regular,Regular,Bom,Bom,Não conheço,Ótimo,Ótimo,Bom,Ótimo,Ótimo,Bom,Bom,Bom,Bom,Regular,Bom,Regular,Regular,Bom,Bom,Bom,Ótimo,Bom,Bom,Bom,0,Ruim,Regular,Bom,Pouco
De 18 a 25 anos,Estudante de Graduação,Masculino,2020.0,Engenharia Agronômica,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Pouco,Muito,Muito,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",7.0,Carro e Moto,Bom,Bom,Regular,Ótimo,Ótimo,Ruim,Regular,Ruim,Conheço,Regular,Regular,Ótimo,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Bom,Regular,Bom,Não sei opinar,Bom,Bom,Bom,Ruim,Péssimo,Regular,0,Regular,Ruim,Regular,Nenhum
De 36 a 45 anos,Estudante de Graduação,Masculino,2021.0,Administração,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Pouco,Muito Pouco,Pouco,Pouco,Muito inseguro(a),"Não, continuo me sentindo seguro(a)",2.0,Bicicleta,Bom,Ótimo,Ótimo,Regular,Bom,Ótimo,Bom,Ótimo,"Conheço, mas nunca utilizei",Não sei opinar,Ruim,Não sei opinar,Ótimo,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Ótimo,Regular,Péssimo,Bom,Ótimo,Bom,Ótimo,Regular,Péssimo,Regular,0,Regular,Não sei opinar,Bom,Pouco
De 26 a 35 anos,Estudante de Graduação,Masculino,0.0,Engenharia Florestal,0,0,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Extremamente,Muito,Muito,Extremamente,Muito seguro(a),"Não, continuo me sentindo seguro(a)",1.0,Bicicleta,Regular,Ruim,Regular,Ruim,Péssimo,Péssimo,Bom,Péssimo,Conheço,Ótimo,Ótimo,Bom,Bom,Ótimo,Ótimo,Não sei opinar,Regular,Regular,Regular,Regular,Regular,Ruim,Ótimo,Ótimo,Ótimo,Ótimo,Bom,Péssimo,Ruim,0,,Regular,Não sei opinar,Bastante
