Idade,Vínculo,Sexo,Ano_ingresso,Curso_grad,Programa_pós,Nível,Departamento,Setor,Origem_vist,Frequencia,Campus_agradavel,Impacto,Participação,Particip_fora,Interesse,Conhecimento,Compromisso,Transformador,Segurança,Alt_seg_noite,Distância,Modal_atecampus,S_Ilum,S_ag,S_equ,S_vias,S_cal,S_acess,S_sinal,S_ciclovias,Aplicativo,C_Acol,C_pert,C_Sau,C_atendaluno,C_PAPFE,C_moradia,C_cre,C_gen,C_etn,C_aces,C_Rucas,C_alim,C_conv,C_esp,C_estudo,C_int,C_infacd,C_orgtrans,C_qveic,C_visit,C_funcio,C_santi,C_mobl,C_aPSaude,Interesse_ativ
De 56 a 65 anos,Docente/Pesquisador,Masculino,1996.0,0,0,0, DVPROD,0,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei",Não,Muito,Muito,Muito,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",1.0,Carro,Regular,Ruim,Ruim,Regular,Ruim,Péssimo,Péssimo,0,Conheço,Não sei opinar,Ruim,Ruim,,0,0,Não sei opinar,Ruim,Ruim,Péssimo,0,Péssimo,Péssimo,Não sei opinar,0,Bom,Regular,Bom,Bom,Péssimo,Ruim,Não sei opinar,Ruim,Ruim,Pouco
Mais de 66 anos,Docente/Pesquisador,Feminino,2006.0,0,0,0, LES,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Muito,Extremamente,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",30.0,Carro,Regular,Ruim,Regular,Regular,Ruim,Ruim,Regular,0,"Conheço, mas nunca utilizei",Bom,Bom,Regular,,0,0,Bom,Regular,Regular,Regular,0,Regular,Regular,Bom,0,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ruim,Ruim,Bom,Bastante
De 36 a 45 anos,Docente/Pesquisador,Masculino,2022.0,0,0,0, LSO,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Pouco,Moderadamente,Moderadamente,Indiferente,"Não, continuo me sentindo seguro(a)",40.0,Carro,Bom,Regular,Ruim,Regular,Ruim,Péssimo,Ruim,0,Não conheço,Bom,Ótimo,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Péssimo,0,Ruim,Bom,Não sei opinar,0,Ruim,Ótimo,Bom,Regular,Bom,Ótimo,Regular,Ótimo,Ótimo,Pouco
De 36 a 45 anos,Docente/Pesquisador,Feminino,2011.0,0,0,0, LES,0,0,Diariamente (de segunda a domingo),Sim,Em partes,Conheço e já participei,"Sim, em outros lugares",Extremamente,Muito,Extremamente,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",20.0,Carro,Péssimo,Péssimo,Péssimo,Regular,Ruim,Ruim,Ruim,0,Conheço,Regular,Bom,Regular,,0,0,Bom,Bom,Bom,Regular,0,Regular,Ruim,Ruim,0,Bom,Bom,Regular,Regular,Bom,Regular,Ruim,Ruim,Ruim,Bastante
Mais de 66 anos,Docente/Pesquisador,Masculino,1980.0,0,0,0, LZT,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,Carro,Ruim,Ruim,Ruim,Regular,Regular,Não sei opinar,Ruim,0,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Regular,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,0,Ruim,Ruim,Não sei opinar,0,Ótimo,Ótimo,Regular,Ruim,Ruim,Regular,Péssimo,Regular,Bom,Pouco
De 46 a 55 anos,Docente/Pesquisador,Masculino,2001.0,0,0,0, LCA,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",5.0,Carro,Bom,Regular,Ruim,Ruim,Péssimo,Ruim,Bom,0,Conheço,Bom,Bom,Bom,,0,0,Bom,Bom,Bom,Regular,0,Regular,Regular,Bom,0,Bom,Bom,Ruim,Ruim,Regular,Bom,Ruim,Regular,Ótimo,Bastante
De 56 a 65 anos,Docente/Pesquisador,Masculino,1999.0,0,0,0, LSO,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,"Sim, no meu bairro/comunidade",Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Não, continuo me sentindo seguro(a)",15.0,Carro,Regular,Regular,Regular,Bom,Regular,Ruim,Regular,0,Conheço,Regular,Ótimo,Regular,,0,0,Regular,Regular,Regular,Ruim,0,Regular,Ruim,Bom,0,Bom,Bom,Bom,Ruim,Bom,Ótimo,Regular,Regular,Regular,Bastante
De 56 a 65 anos,Docente/Pesquisador,Masculino,1982.0,0,0,0, LES,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,"Sim, no meu bairro/comunidade",Muito,Moderadamente,Muito,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",200.0,Carro,Ruim,Ruim,Ruim,Regular,Regular,Péssimo,Ruim,0,Não conheço,Ótimo,Ótimo,Bom,,0,0,Ruim,Regular,Regular,Regular,0,Ruim,Regular,Bom,0,Bom,Bom,Regular,Regular,Regular,Ruim,Ruim,Péssimo,Ruim,Nenhum
De 56 a 65 anos,Docente/Pesquisador,Feminino,2013.0,0,0,0, LES,0,0,De uma à três vezes na semana,Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Pouco,Seguro(a),Não frequento o Campus no período noturno,15.0,Carro,Regular,Bom,Bom,Bom,Regular,Regular,Regular,0,Não conheço,Regular,Bom,Regular,,0,0,Não sei opinar,Bom,Bom,Regular,0,Ruim,Ruim,Não sei opinar,0,Regular,Regular,Regular,Ruim,Ruim,Não sei opinar,Não sei opinar,Ruim,Regular,Nenhum
De 56 a 65 anos,Docente/Pesquisador,Masculino,1998.0,0,0,0, DVECO,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Muito,Muito,Muito seguro(a),"Não, continuo me sentindo seguro(a)",5.0,De carro ou de bicicleta,Bom,Bom,Não sei opinar,Ótimo,Ruim,Não sei opinar,Regular,0,Não conheço,Não sei opinar,Bom,Bom,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,0,Ruim,Regular,Regular,0,Ótimo,Não sei opinar,Regular,Péssimo,Regular,Regular,Ruim,Não sei opinar,Bom,Pouco
De 46 a 55 anos,Docente/Pesquisador,Masculino,2007.0,0,0,0, LCB,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Moderadamente,Muito,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,"Bicicleta e a pé, uso os dois com frequência!",Bom,Regular,Não sei opinar,Bom,Regular,Regular,Ruim,0,Não conheço,Regular,Regular,Regular,,0,0,Não sei opinar,Regular,Regular,Regular,0,Ruim,Regular,Bom,0,Regular,Bom,Regular,Não sei opinar,Bom,Bom,Ruim,Regular,Bom,Pouco
De 56 a 65 anos,Docente/Pesquisador,Masculino,2003.0,0,0,0, LGN,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Extremamente,Muito,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Carro,Ruim,Ruim,Ruim,Ruim,Regular,Ruim,Bom,0,Conheço,Ruim,Ruim,Ruim,,0,0,Regular,Regular,Regular,Ruim,0,Regular,Regular,Bom,0,Ótimo,Bom,Regular,Regular,Bom,Bom,Regular,Regular,Bom,Bastante
De 46 a 55 anos,Docente/Pesquisador,Masculino,2014.0,0,0,0, LCB,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, em outros lugares",Muito,Moderadamente,Moderadamente,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",15.0,Carro,Regular,Regular,Regular,Péssimo,Péssimo,Péssimo,Regular,0,"Conheço, mas nunca utilizei",Ruim,Regular,Regular,,0,0,Não sei opinar,Bom,Bom,Ruim,0,Péssimo,Péssimo,Bom,0,Ruim,Bom,Regular,Regular,Regular,Bom,Péssimo,Ruim,Regular,Pouco
De 36 a 45 anos,Docente/Pesquisador,Masculino,2022.0,0,0,0, LCB,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Muito,Muito,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,,Bom,Bom,Regular,Bom,Ruim,Regular,Regular,0,Não conheço,Regular,Regular,Regular,,0,0,Regular,Regular,Ruim,Regular,0,Ruim,Ruim,Regular,0,Regular,Bom,Ruim,Péssimo,Bom,Bom,Ruim,Regular,Regular,Bastante
De 56 a 65 anos,Docente/Pesquisador,Masculino,2010.0,0,0,0, LPV,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Muito,Muito,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",8.0,Carro,Bom,Regular,Não sei opinar,Regular,Regular,Ruim,Regular,0,Não conheço,Regular,Regular,Regular,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Bom,0,Regular,Não sei opinar,Não sei opinar,0,Ótimo,Bom,Bom,Ruim,Regular,Bom,Regular,Regular,Ótimo,Pouco
De 46 a 55 anos,Docente/Pesquisador,Masculino,2013.0,0,0,0,ESALQ,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Muito,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",15.0,Carro,Bom,Ruim,Ruim,Bom,Regular,Regular,Regular,0,Conheço,Regular,Regular,Regular,,0,0,Não sei opinar,Regular,Regular,Bom,0,Ruim,Ruim,Não sei opinar,0,Bom,Bom,Bom,Regular,Bom,Não sei opinar,Regular,Ruim,Ótimo,Pouco
De 36 a 45 anos,Docente/Pesquisador,Masculino,2024.0,0,0,0, LPV,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,"Sim, na instituição religiosa",Muito,Moderadamente,Muito,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",7.0,Carro,Ruim,Regular,Regular,Regular,Ótimo,Ruim,Regular,0,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,0,Ruim,Ruim,Não sei opinar,0,Bom,Ótimo,Bom,Bom,Bom,Bom,Ruim,Ruim,Não sei opinar,Bastante
De 36 a 45 anos,Docente/Pesquisador,Feminino,2012.0,0,0,0, LSO,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Não, continuo me sentindo seguro(a)",38.0,Carro,Regular,Regular,Bom,Bom,Regular,Bom,Bom,0,"Conheço, mas nunca utilizei",Bom,Regular,Péssimo,,0,0,Péssimo,Regular,Regular,Regular,0,Bom,Bom,Ótimo,0,Ótimo,Bom,Péssimo,Péssimo,Bom,Bom,Péssimo,Regular,Ruim,Pouco
De 56 a 65 anos,Docente/Pesquisador,Feminino,1988.0,0,0,0, LFN,0,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei",Não,Muito,Moderadamente,Muito Pouco,Muito Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",8.0,Carro,Bom,Regular,Ruim,Regular,Regular,Ruim,Regular,0,Conheço,Não sei opinar,Ótimo,Não sei opinar,,0,0,Ótimo,Não sei opinar,Não sei opinar,Regular,0,Ruim,Regular,Não sei opinar,0,Bom,Ótimo,Regular,Regular,Não sei opinar,Não sei opinar,Ruim,Regular,Bom,Pouco
De 36 a 45 anos,Docente/Pesquisador,Feminino,2024.0,0,0,0, LSO,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Seguro(a),Não frequento o Campus no período noturno,5.5,Carro,Bom,Bom,Bom,Regular,Regular,Regular,Regular,0,Não conheço,Regular,Regular,Não sei opinar,,0,0,Não sei opinar,Regular,Regular,Regular,0,Ruim,Ruim,Regular,0,Bom,Bom,Regular,Regular,Regular,Regular,Ruim,Ruim,Regular,Bastante
De 46 a 55 anos,Docente/Pesquisador,Masculino,2018.0,0,0,0, DVPROD,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,"Sim, em outros lugares",Muito,Muito,Muito,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Ruim,Péssimo,Péssimo,Ruim,Regular,Péssimo,Ruim,0,"Conheço, mas nunca utilizei",Péssimo,Ruim,Ruim,,0,0,Péssimo,Péssimo,Péssimo,Ruim,0,Péssimo,Péssimo,Péssimo,0,Ruim,Bom,Péssimo,Bom,Bom,Péssimo,Péssimo,Péssimo,Péssimo,Bastante
De 56 a 65 anos,Docente/Pesquisador,Masculino,1983.0,0,0,0, DVECO,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Pouco,Muito Pouco,Muito Pouco,Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,Carro,Ruim,Regular,Ruim,Regular,Bom,Não sei opinar,Regular,0,Não conheço,Regular,Regular,Regular,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Bom,0,Não sei opinar,Não sei opinar,Não sei opinar,0,Bom,Não sei opinar,Bom,Bom,Bom,Bom,Bom,Regular,Bom,Nenhum
Mais de 66 anos,Docente/Pesquisador,Feminino,1989.0,0,0,0, DVPROD,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Moderadamente,Muito seguro(a),"Não, continuo me sentindo seguro(a)",6.0,Carro,Ótimo,Ótimo,Ótimo,Bom,Bom,Bom,Bom,0,Conheço,Ótimo,Ótimo,Ótimo,,0,0,Ótimo,Bom,Bom,Ótimo,0,Ótimo,Ótimo,Bom,0,Ótimo,Ótimo,Bom,Regular,Ótimo,Ótimo,Bom,Bom,Bom,Pouco
Mais de 66 anos,Docente/Pesquisador,Masculino,1972.0,0,0,0, DVPROD,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Muito seguro(a),Não frequento o Campus no período noturno,5.0,Carro,Bom,Bom,Bom,Ruim,Ruim,Ruim,Bom,0,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Ruim,,0,0,Não sei opinar,Ruim,Ruim,Bom,0,Ruim,Ruim,Não sei opinar,0,Ótimo,Regular,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,Bastante
Mais de 66 anos,Docente/Pesquisador,Feminino,1988.0,0,0,0, LPV,0,0,Diariamente (de segunda a domingo),Sim,Em partes,Conheço e já participei,Não,Muito,Moderadamente,Moderadamente,Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Péssimo,Péssimo,Péssimo,Ruim,Ruim,Ruim,Ruim,0,Conheço,Ruim,,Ruim,,0,0,,Ruim,Ruim,Ruim,0,Ruim,Ruim,Bom,0,Ótimo,Ótimo,Péssimo,Péssimo,Ruim,Péssimo,Péssimo,Ruim,Regular,Pouco
De 36 a 45 anos,Docente/Pesquisador,Masculino,2010.0,0,0,0, LSO,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Muito inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",10.0,Carro,Ruim,Regular,Bom,Bom,Ruim,Regular,Bom,0,Conheço,Bom,Bom,Bom,,0,0,Regular,Regular,Regular,Bom,0,Ruim,Ruim,Regular,0,Bom,Regular,Bom,Bom,Regular,Bom,Ruim,Bom,Bom,Não sei responder
De 46 a 55 anos,Docente/Pesquisador,Masculino,2010.0,0,0,0, DVTEC,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, na instituição religiosa",Muito,Muito,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",10.0,Carro,Bom,Regular,Regular,Péssimo,Péssimo,Ruim,Regular,0,Conheço,Péssimo,Péssimo,Péssimo,,0,0,Ruim,Péssimo,Péssimo,Bom,0,Péssimo,Ruim,Bom,0,Bom,Regular,Bom,Ruim,Regular,Regular,Péssimo,Ruim,Bom,Bastante
De 36 a 45 anos,Docente/Pesquisador,Masculino,2024.0,0,0,0, LEB,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,Carro,Bom,Bom,Regular,Ruim,Ruim,Ruim,Regular,0,Não conheço,Bom,Bom,Regular,,0,0,Regular,Regular,Regular,Regular,0,Regular,Ruim,Regular,0,Regular,Bom,Regular,Ruim,Regular,Regular,Ruim,Ruim,Regular,Não sei responder
De 56 a 65 anos,Docente/Pesquisador,Masculino,2010.0,0,0,0, LEB,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Muito,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",4.0,,Regular,Ruim,Não sei opinar,Bom,Regular,Ruim,Regular,0,Conheço,Bom,Ótimo,Ruim,,0,0,Ótimo,Regular,Regular,Regular,0,Regular,Bom,Bom,0,Bom,Ótimo,Bom,Regular,Bom,Não sei opinar,Ruim,Regular,Regular,Bastante
De 56 a 65 anos,Docente/Pesquisador,Masculino,1988.0,0,0,0, LEB,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Muito,Muito,Extremamente,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",20.0,Carro,Regular,Regular,Regular,Regular,Ruim,Péssimo,Ruim,0,Conheço,Regular,Ótimo,Regular,,0,0,Não sei opinar,Bom,Bom,Ruim,0,Regular,Ruim,Regular,0,Bom,Bom,Bom,Bom,Bom,Bom,Regular,Regular,Ruim,Bastante
De 46 a 55 anos,Docente/Pesquisador,Masculino,2008.0,0,0,0, LEB,0,0,Diariamente (de segunda a domingo),Sim,Em partes,Conheço e já participei,"Sim, em outros lugares",Muito,Moderadamente,Extremamente,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",7.0,Carro,Ruim,Regular,Não sei opinar,Bom,Regular,Ruim,Ruim,0,"Conheço, mas nunca utilizei",Bom,Bom,Não sei opinar,,0,0,Não sei opinar,Ótimo,Ótimo,Bom,0,Bom,Ótimo,Ótimo,0,Ótimo,Bom,Regular,Regular,Bom,Não sei opinar,Bom,Bom,Bom,Nenhum
De 46 a 55 anos,Docente/Pesquisador,Masculino,2013.0,0,0,0, LES,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Extremamente,Muito,Muito,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Carro,Regular,Bom,Ruim,Ruim,Ruim,Ruim,Regular,0,Conheço,Bom,Ótimo,Regular,,0,0,Ótimo,Ruim,Ruim,Bom,0,Regular,Regular,Bom,0,Bom,Ótimo,Bom,Regular,Regular,Regular,Ruim,Bom,Bom,Bastante
De 46 a 55 anos,Docente/Pesquisador,Masculino,2004.0,0,0,0,ESALQ/LCE,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Muito,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",15.0,Carro,Bom,Bom,Regular,Bom,Regular,Ruim,Regular,0,Conheço,Regular,Bom,Regular,,0,0,Bom,Não sei opinar,Não sei opinar,Regular,0,Não sei opinar,Não sei opinar,Bom,0,Bom,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Pouco
