Idade,Vínculo,Sexo,Ano_ingresso,Curso_grad,Programa_pós,Nível,Departamento,Setor,Origem_vist,Frequencia,Campus_agradavel,Impacto,Participação,Particip_fora,Interesse,Conhecimento,Compromisso,Transformador,Segurança,Alt_seg_noite,Distância,Modal_atecampus,S_Ilum,S_ag,S_equ,S_vias,S_cal,S_acess,S_sinal,S_ciclovias,Aplicativo,C_Acol,C_pert,C_Sau,C_atendaluno,C_PAPFE,C_moradia,C_cre,C_gen,C_etn,C_aces,C_Rucas,C_alim,C_conv,C_esp,C_estudo,C_int,C_infacd,C_orgtrans,C_qveic,C_visit,C_funcio,C_santi,C_mobl,C_aPSaude,Interesse_ativ
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2021.0,0,Fisiologia e Bioquímica de Plantas,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Ruim,Ruim,Péssimo,Regular,Ruim,Péssimo,Ruim,Bom,"Conheço, mas nunca utilizei",Regular,Bom,Bom,Ruim,Regular,Regular,Não sei opinar,Ruim,Ruim,Regular,Péssimo,Péssimo,Ruim,Regular,Regular,Regular,Regular,Regular,Regular,Ruim,0,Ruim,Regular,Ruim,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2024.0,0,Fitotecnia,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Pouco,Moderadamente,Muito seguro(a),"Não, continuo me sentindo seguro(a)",2.0,A pé,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Bom,Ótimo,Regular,Não conheço,Bom,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Regular,Ótimo,Não sei opinar,Ótimo,Ótimo,Bom,Ótimo,Ótimo,Não sei opinar,0,Não sei opinar,Não sei opinar,Ótimo,Pouco
De 18 a 25 anos,Estudante de Pós Graduação,Feminino,2024.0,0,Entomologia,Mestrado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Moderadamente,Moderadamente,Muito,Muito,Muito inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",6.0,Moto,Ruim,Ótimo,Não sei opinar,Péssimo,Bom,Bom,Ruim,Péssimo,Não conheço,Ruim,Péssimo,Péssimo,Ruim,Ruim,Ruim,Não sei opinar,Ótimo,Bom,Não sei opinar,Bom,Ótimo,Ótimo,Ótimo,Ótimo,,Ótimo,Ótimo,Ótimo,Ótimo,0,Ruim,Bom,Ótimo,Nenhum
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2024.0,0,Economia Aplicada,Doutorado,0,0,0,De uma à três vezes na semana,Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Extremamente,Extremamente,Muito,Moderadamente,Muito inseguro(a),"Não, continuo me sentindo seguro(a)",60.0,Carro,Bom,Ótimo,Regular,Regular,Bom,Bom,Ótimo,Ótimo,Não conheço,Ótimo,Ótimo,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Ótimo,Bom,Bom,Regular,Bom,Bom,Bom,Ótimo,Bom,Bom,Bom,0,Ótimo,Ótimo,Bom,Bastante
De 18 a 25 anos,Estudante de Pós Graduação,Feminino,2024.0,0,CENA,Mestrado,0,0,0,De uma à três vezes na semana,Sim,Não,Não conheço,"Sim, em outros lugares",Moderadamente,Muito Pouco,Pouco,Muito Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",30.0,Carro,Ruim,Regular,Ruim,Péssimo,Ruim,Não sei opinar,Regular,Regular,"Conheço, mas nunca utilizei",Regular,Regular,Regular,Regular,Regular,Não sei opinar,Não sei opinar,Bom,Bom,Não sei opinar,Ruim,Péssimo,Ruim,Ruim,Regular,Regular,Bom,Bom,Regular,Ruim,0,Ruim,Ruim,Regular,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2024.0,0,Genética e Melhoramento de Plantas,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Muito,Moderadamente,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Carro,Ruim,Regular,Não sei opinar,Regular,Regular,Não sei opinar,Regular,Regular,"Conheço, mas nunca utilizei",Bom,Bom,Não sei opinar,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Regular,Bom,Bom,Ótimo,Bom,Não sei opinar,Regular,Regular,Não sei opinar,0,Regular,Bom,Bom,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2022.0,0,Ciência Animal e Pastagem,Mestrado,0,0,0,De uma à três vezes na semana,Sim,Não,Não conheço,"Sim, no meu bairro/comunidade",Moderadamente,Moderadamente,Moderadamente,Moderadamente,Indiferente,"Não, continuo me sentindo seguro(a)",2.0,A pé,Regular,Regular,Ruim,Regular,Regular,Péssimo,Regular,Ruim,Não conheço,Péssimo,Regular,Péssimo,Ruim,Ótimo,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Bom,Regular,Regular,Bom,Ótimo,Regular,Bom,Bom,Regular,Regular,0,Ótimo,Ótimo,Regular,Bastante
De 56 a 65 anos,Estudante de Pós Graduação,Masculino,2017.0,0,Recursos Florestais,Doutorado,0,0,0,Aos finais de semana,Sim,Não,Não conheço,"Sim, no meu trabalho",Extremamente,Muito,Extremamente,Muito,Muito seguro(a),Não frequento o Campus no período noturno,8.0,Carro,Bom,Bom,Ótimo,Ótimo,Ótimo,Regular,Ótimo,Ruim,Não conheço,Ótimo,Ótimo,Não sei opinar,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Não sei opinar,Ótimo,Ótimo,Ótimo,Bom,Ótimo,Ótimo,Bom,Não sei opinar,0,Ótimo,Ótimo,Ótimo,Nenhum
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2022.0,0,Administração,Mestrado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei","Sim, em outros lugares",Moderadamente,Muito,Moderadamente,Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",3.0,Carro,Regular,Regular,Regular,Regular,Ruim,Ruim,Ruim,Regular,Não conheço,Regular,Bom,Regular,Regular,Bom,Bom,Bom,Regular,Regular,Regular,Regular,Ruim,Bom,Bom,Bom,Ruim,Regular,Regular,Ruim,Regular,0,Ruim,Regular,Bom,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Outro,2023.0,0,CENA,Mestrado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Moderadamente,Muito,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,Bicicleta,Regular,Bom,Regular,Regular,Ruim,Péssimo,Bom,Regular,Conheço,Bom,Bom,Regular,Regular,Ruim,Regular,Ótimo,Ótimo,Ótimo,Ruim,Bom,Ruim,Ruim,Bom,Ruim,Regular,Bom,Bom,Bom,Não sei opinar,0,Ótimo,Péssimo,Regular,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2020.0,0,Fitotecnia,Mestrado,0,0,0,De uma à três vezes na semana,Sim,Não,Não conheço,Não,Muito,Moderadamente,Muito,Extremamente,Seguro(a),Não frequento o Campus no período noturno,30.0,Carro,Regular,Bom,Bom,Regular,Regular,Ruim,Ruim,Regular,Não conheço,Regular,Bom,Ruim,Ruim,Não sei opinar,Regular,Não sei opinar,Regular,Regular,Regular,Bom,Ruim,Ruim,Regular,Bom,Bom,Regular,Regular,Ruim,Bom,0,Regular,Não sei opinar,Ruim,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Solos e Nutrição de Plantas,Mestrado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,"Sim, na instituição religiosa",Extremamente,Extremamente,Extremamente,Extremamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,A pé,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,Bom,Regular,Conheço,Péssimo,Péssimo,Péssimo,Péssimo,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Péssimo,Regular,Regular,Péssimo,Não sei opinar,Não sei opinar,Regular,Bom,Ruim,Não sei opinar,Não sei opinar,0,Ruim,Não sei opinar,Ruim,Bastante
De 46 a 55 anos,Estudante de Pós Graduação,Feminino,2024.0,0,Ecologia Aplicada,Doutorado,0,0,0,De uma à três vezes na semana,Sim,Em partes,"Conheço, mas não participei",Não,Extremamente,Extremamente,Extremamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,A pé,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Bom,Não sei opinar,Regular,Não sei opinar,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Ótimo,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Bom,Não sei opinar,Bom,Regular,Bom,Não sei opinar,Ótimo,Ótimo,Ótimo,Bom,Bom,Não sei opinar,0,Não sei opinar,Regular,Ótimo,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2019.0,0,Solos e Nutrição de Plantas,Doutorado,0,0,0,De uma à três vezes na semana,Sim,Não,"Conheço, mas não participei","Sim, no meu bairro/comunidade",Extremamente,Extremamente,Extremamente,Extremamente,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,A pé,Regular,Ruim,Ruim,Regular,Regular,Regular,Ruim,Regular,Conheço,Ruim,Ruim,Péssimo,Péssimo,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Ruim,Ruim,Ruim,Ruim,Regular,,Ruim,Ruim,Ruim,Regular,0,Regular,Regular,Ruim,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2020.0,0,Solos e Nutrição de Plantas,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito,Muito,Muito,Moderadamente,Muito seguro(a),"Não, continuo me sentindo seguro(a)",1.5,A pé,Regular,Bom,Bom,Regular,Ruim,Regular,Regular,Regular,Não conheço,Regular,Bom,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Bom,Ruim,Ruim,Regular,Regular,Bom,Ruim,Regular,Regular,Regular,Regular,0,Péssimo,Péssimo,Péssimo,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2023.0,0,Solos e Nutrição de Plantas,Mestrado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,"Sim, em outros lugares",Muito,Muito,Extremamente,Muito,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.2,A pé,Regular,Bom,Regular,Bom,Ótimo,Bom,Ótimo,Bom,"Conheço, mas nunca utilizei",Bom,Bom,Ruim,Bom,Bom,Bom,Bom,Regular,Péssimo,Bom,Bom,Ruim,Regular,Não sei opinar,Ótimo,Bom,Ótimo,Bom,Ruim,Regular,0,Bom,Regular,Bom,Bastante
De 36 a 45 anos,Estudante de Pós Graduação,Feminino,2006.0,0,Solos e Nutrição de Plantas,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Em partes,"Conheço, mas não participei",Não,Pouco,Moderadamente,Pouco,Pouco,Seguro(a),Não frequento o Campus no período noturno,5.0,Carro,Bom,Bom,Regular,Bom,Bom,Bom,Bom,Bom,Não conheço,Bom,Bom,Não sei opinar,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Não sei opinar,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Ruim,Bom,0,Regular,Regular,Não sei opinar,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2023.0,0,Solos e Nutrição de Plantas,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Não, continuo me sentindo seguro(a)",3.0,Carro,Péssimo,Péssimo,Péssimo,Ruim,Ruim,Ruim,Ruim,Regular,Não conheço,Ruim,Regular,Não sei opinar,Bom,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Péssimo,Não sei opinar,Não sei opinar,Ótimo,Não sei opinar,Ruim,Regular,Péssimo,Regular,Regular,0,Regular,Regular,Regular,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2020.0,0,Solos e Nutrição de Plantas,Doutorado,0,0,0,Diariamente (de segunda a domingo),Não,Não,Não conheço,"Sim, no meu bairro/comunidade",Muito,Muito,Moderadamente,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",1.0,A pé,Regular,Regular,Regular,Bom,Ruim,Ruim,Ótimo,Ótimo,Não conheço,Não sei opinar,Não sei opinar,Ruim,Ruim,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Regular,Regular,Ruim,Ruim,Bom,Ótimo,Ótimo,Bom,Ótimo,Bom,Bom,Regular,0,Regular,Regular,Ruim,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2024.0,0,Solos e Nutrição de Plantas,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",5.0,Carro,Bom,Regular,Regular,Bom,Bom,Não sei opinar,Ótimo,Ótimo,Não conheço,Não sei opinar,Não sei opinar,Péssimo,Ruim,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Ruim,Péssimo,Péssimo,Não sei opinar,Bom,Ótimo,Bom,Bom,Bom,Bom,0,Péssimo,Bom,Não sei opinar,Nenhum
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2020.0,0,Solos e Nutrição de Plantas,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Muito,Muito,Muito,Muito,Muito seguro(a),"Não, continuo me sentindo seguro(a)",2.0,A pé,Ruim,Bom,Bom,Ruim,Ruim,Ruim,Ruim,Ótimo,"Conheço, mas nunca utilizei",Não sei opinar,Não sei opinar,Péssimo,Ruim,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Bom,Bom,Bom,Péssimo,Ruim,Bom,Ruim,Bom,Bom,Bom,Ruim,Bom,0,Péssimo,Péssimo,Péssimo,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Administração,Mestrado,0,0,0,De uma à três vezes na semana,Sim,Em partes,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),Não frequento o Campus no período noturno,100.0,Carro,Bom,Bom,Bom,Ótimo,Péssimo,Péssimo,Ruim,Ruim,Não conheço,Péssimo,Regular,Regular,Regular,Não sei opinar,Regular,Regular,Ótimo,Ótimo,Bom,Regular,Regular,Ruim,Regular,Bom,Ruim,Ruim,Bom,Bom,Regular,0,Péssimo,Péssimo,Ruim,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Economia Aplicada,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, no meu bairro/comunidade",Extremamente,Muito,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Carro,Péssimo,Regular,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,Não conheço,Ótimo,Ótimo,Ótimo,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Regular,Regular,Bom,Péssimo,Péssimo,Ruim,Bom,Ótimo,Ótimo,Ruim,Péssimo,Não sei opinar,0,Ruim,Péssimo,Regular,Bastante
De 36 a 45 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Entomologia,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Em partes,Não conheço,"Sim, na minha escola",Muito Pouco,Muito Pouco,Muito Pouco,Muito Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Ruim,Bom,Não sei opinar,Regular,Ruim,Péssimo,Ruim,Ruim,"Conheço, mas nunca utilizei",Ruim,Péssimo,Péssimo,Péssimo,Ruim,Não sei opinar,Não sei opinar,Regular,Regular,Regular,Regular,Péssimo,Ruim,Bom,Péssimo,Regular,Regular,Ruim,Péssimo,Regular,0,Péssimo,Ruim,Péssimo,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2020.0,0,Solos e Nutrição de Plantas,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Muito seguro(a),"Não, continuo me sentindo seguro(a)",2.0,Carro,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Não sei opinar,Bom,Ruim,Não conheço,Não sei opinar,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Ruim,Regular,Bom,Bom,Bom,Não sei opinar,Regular,Bom,Não sei opinar,0,Não sei opinar,Bom,Não sei opinar,Nenhum
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2020.0,0,Fisiologia e Bioquímica de Plantas,Doutorado,0,0,0,Diariamente (de segunda a domingo),Não,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Muito,Muito,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",8.0,Carro,Péssimo,Regular,Péssimo,Péssimo,Ruim,Péssimo,Péssimo,Péssimo,"Conheço, mas nunca utilizei",Péssimo,Regular,Péssimo,Péssimo,Não sei opinar,Não sei opinar,Não sei opinar,,Não sei opinar,Péssimo,Péssimo,Péssimo,Péssimo,Não sei opinar,Péssimo,Regular,Bom,Péssimo,Ruim,Ruim,0,Péssimo,Bom,Péssimo,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2019.0,0,Microbiologia Agrícola,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,A pé,Regular,Regular,Regular,Bom,Bom,Bom,Bom,Ruim,Conheço,Regular,Regular,Ruim,Ruim,Regular,Regular,Regular,Regular,Regular,Bom,Regular,Regular,Regular,Bom,Bom,Bom,Regular,Regular,Péssimo,Ruim,0,Ruim,Bom,Ruim,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2023.0,0,Recursos Florestais,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Em partes,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Pouco,Muito seguro(a),"Não, continuo me sentindo seguro(a)",2.0,Bicicleta,Regular,Regular,Não sei opinar,Regular,Ruim,Não sei opinar,Regular,Regular,Não conheço,Bom,Ótimo,Não sei opinar,Regular,Bom,Ruim,Bom,Não sei opinar,Não sei opinar,Bom,Bom,Regular,Regular,Bom,Regular,Ruim,Bom,Regular,Regular,Bom,0,Ruim,Regular,Regular,Bastante
De 18 a 25 anos,Estudante de Pós Graduação,Masculino,2022.0,0,Fitopatologia,Mestrado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Carro,Ruim,Regular,Ruim,Péssimo,Ruim,Regular,Péssimo,Ruim,Conheço,Bom,Bom,Ruim,Bom,Bom,Bom,Bom,Bom,Bom,Ruim,Regular,Péssimo,Péssimo,Bom,Ótimo,Ótimo,Ótimo,Ruim,Ótimo,Ruim,0,Péssimo,Péssimo,Bom,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2024.0,0,Recursos Florestais,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei","Sim, em outros lugares",Muito,Muito,Muito,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",12.0,Moto,Ruim,Bom,Bom,Regular,Regular,Ruim,Regular,Regular,"Conheço, mas nunca utilizei",Bom,Ótimo,Regular,Bom,Regular,Regular,Regular,Ruim,Ruim,Ruim,Não sei opinar,Ruim,Regular,Bom,Ótimo,Regular,Bom,Bom,Regular,Ruim,0,Péssimo,Péssimo,Não sei opinar,Pouco
De 18 a 25 anos,Estudante de Pós Graduação,Masculino,2023.0,0,Fitotecnia,Mestrado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,"Sim, na instituição religiosa",Moderadamente,Muito,Muito,Moderadamente,Muito seguro(a),Não frequento o Campus no período noturno,4.0,Bicicleta,Ruim,Bom,Não sei opinar,Bom,Bom,Não sei opinar,Bom,Regular,"Conheço, mas nunca utilizei",Bom,Regular,Não sei opinar,Não sei opinar,Ruim,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Ótimo,Não sei opinar,Bom,Ótimo,Ótimo,Ótimo,Ótimo,Bom,Não sei opinar,Bom,0,Ótimo,Ótimo,Não sei opinar,Pouco
De 18 a 25 anos,Estudante de Pós Graduação,Feminino,2024.0,0,Genética e Melhoramento de Plantas,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Inseguro(a),,2.0,A pé,Regular,Bom,Ruim,Regular,Regular,Ruim,Regular,Péssimo,Não conheço,Ruim,Ruim,Não sei opinar,Não sei opinar,Ruim,Ruim,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Regular,Regular,Não sei opinar,Regular,Regular,Não sei opinar,0,Não sei opinar,Não sei opinar,Não sei opinar,Bastante
De 18 a 25 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Recursos Florestais,Mestrado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Moderadamente,Moderadamente,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,A pé,Ruim,Não sei opinar,Regular,Bom,Regular,Ruim,Bom,Ruim,"Conheço, mas nunca utilizei",Bom,Ótimo,Bom,Bom,Bom,Não sei opinar,Não sei opinar,Regular,Ruim,Regular,Bom,Não sei opinar,Ruim,Ótimo,Bom,Bom,Ótimo,Bom,Regular,Bom,0,Ruim,Ruim,Regular,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2022.0,0,Engenharia de Sistemas Agrícolas,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Muito,Moderadamente,Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,A pé,Bom,Bom,Não sei opinar,Bom,Bom,Não sei opinar,Bom,Bom,Conheço,Ruim,Ruim,Não sei opinar,Regular,Regular,Regular,Não sei opinar,Não sei opinar,Não sei opinar,Bom,Regular,Ruim,Ruim,Não sei opinar,Bom,Ótimo,Bom,Bom,Bom,Não sei opinar,0,Regular,Regular,Regular,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2020.0,0,Fitotecnia,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Muito,Muito inseguro(a),"Não, continuo me sentindo seguro(a)",2.0,A pé,Bom,Bom,Bom,Bom,Bom,Bom,Bom,Bom,"Conheço, mas nunca utilizei",Regular,Regular,Bom,Bom,Ótimo,Bom,Regular,Bom,Bom,Bom,Ótimo,Regular,Regular,Bom,Ótimo,Ótimo,Ótimo,Ótimo,Ruim,Ruim,0,Ótimo,Ruim,Regular,Pouco
De 18 a 25 anos,Estudante de Pós Graduação,Feminino,2024.0,0,Solos e Nutrição de Plantas,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,"Sim, na minha escola",Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Moto,Ruim,Regular,Bom,Bom,Bom,Regular,Regular,Bom,Conheço,Bom,Ruim,Regular,Regular,Bom,Não sei opinar,,Não sei opinar,Não sei opinar,Regular,Regular,Ruim,Ruim,Não sei opinar,Regular,Regular,Regular,Regular,Regular,Não sei opinar,0,Regular,Bom,Não sei opinar,Não sei responder
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2024.0,0,Entomologia,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Extremamente,Moderadamente,Moderadamente,Moderadamente,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,Carro,Ruim,Regular,Regular,Bom,Ruim,Bom,Regular,Ruim,"Conheço, mas nunca utilizei",Regular,Ruim,Péssimo,Regular,Regular,Regular,Bom,Ruim,Ruim,Ruim,Regular,Ruim,Ruim,Bom,Bom,Bom,Bom,Bom,Ruim,Ruim,0,Ruim,Bom,Não sei opinar,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2024.0,0,Ecologia Aplicada,Doutorado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Extremamente,Extremamente,Extremamente,Extremamente,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,Carro,Bom,Bom,Regular,Bom,Regular,Bom,Bom,Péssimo,"Conheço, mas nunca utilizei",Bom,Bom,Regular,Bom,Regular,Regular,Regular,Regular,Regular,Bom,Ruim,Ruim,Péssimo,Bom,Ótimo,Ótimo,Ótimo,Regular,Bom,Bom,0,Péssimo,Péssimo,Bom,Bastante
De 26 a 35 anos,Estudante de Pós Graduação,Feminino,2023.0,0,Engenharia de Sistemas Agrícolas,Mestrado,0,0,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,"Sim, em outros lugares",Extremamente,Moderadamente,Muito,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.4,Ônibus,Ruim,Regular,Regular,Ruim,Bom,Péssimo,Bom,Ótimo,"Conheço, mas nunca utilizei",Bom,Bom,Bom,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Péssimo,Ótimo,Ótimo,Ótimo,Bom,Ótimo,Ótimo,Ótimo,Bom,Regular,Bom,0,Bom,Ótimo,Ótimo,Pouco
De 26 a 35 anos,Estudante de Pós Graduação,Masculino,2024.0,0,Fitotecnia,Doutorado,0,0,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Muito,Moderadamente,Muito,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",2.0,A pé,Ótimo,Bom,Ótimo,Ótimo,Ótimo,Regular,Regular,Regular,"Conheço, mas nunca utilizei",Bom,Regular,Ótimo,Bom,Bom,Bom,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Não sei opinar,Não sei opinar,Não sei opinar,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Não sei opinar,0,Não sei opinar,Ótimo,Ótimo,Bastante
