Idade,Vínculo,Sexo,Ano_ingresso,Curso_grad,Programa_pós,Nível,Departamento,Setor,Origem_vist,Frequencia,Campus_agradavel,Impacto,Participação,Particip_fora,Interesse,Conhecimento,Compromisso,Transformador,Segurança,Alt_seg_noite,Distância,Modal_atecampus,S_Ilum,S_ag,S_equ,S_vias,S_cal,S_acess,S_sinal,S_ciclovias,Aplicativo,C_Acol,C_pert,C_Sau,C_atendaluno,C_PAPFE,C_moradia,C_cre,C_gen,C_etn,C_aces,C_Rucas,C_alim,C_conv,C_esp,C_estudo,C_int,C_infacd,C_orgtrans,C_qveic,C_visit,C_funcio,C_santi,C_mobl,C_aPSaude,Interesse_ativ
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,PUSP-LQ/DVATCOM,0,Apenas em dias úteis (de segunda a sexta),Sim,Sim,Conheço e já participei,Não,Moderadamente,Muito,Muito,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",1.0,Moto,Ruim,Regular,Não sei opinar,Regular,Ruim,Regular,Ruim,0,Conheço,Regular,Regular,Regular,,0,0,Bom,Regular,Regular,Regular,0,Ótimo,Ótimo,Ótimo,0,Ótimo,Ótimo,Bom,Ruim,Regular,Regular,Ruim,Regular,Regular,Pouco
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/SVLICIT,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Regular,Ruim,Regular,Regular,Péssimo,Péssimo,Péssimo,0,"Conheço, mas nunca utilizei",Ruim,Ruim,Ruim,,0,0,Não sei opinar,Ruim,Ruim,Péssimo,0,Péssimo,Ruim,Regular,0,Bom,Bom,Péssimo,Bom,Ruim,Regular,Péssimo,Ruim,Péssimo,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/SVPGráfica,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Muito,Muito Pouco,Moderadamente,Pouco,Indiferente,,7.0,Carro,,Regular,,,Regular,Regular,Regular,0,Não conheço,Bom,Ótimo,Ruim,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Bom,0,Ruim,Ótimo,Bom,0,Ótimo,Não sei opinar,Ruim,Regular,Bom,Bom,Péssimo,Ruim,Ótimo,
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/SVCONT,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Moderadamente,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",15.0,Carro,Ruim,Regular,Ruim,Ruim,Ruim,Péssimo,Regular,0,Conheço,Regular,Regular,Regular,,0,0,Bom,Não sei opinar,Não sei opinar,Ruim,0,Regular,Bom,Bom,0,Ótimo,Ótimo,Bom,Regular,Bom,Bom,Bom,Regular,Bom,Nenhum
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,CENA/Diretoria,0,Diariamente (de segunda a domingo),Sim,Em partes,"Conheço, mas não participei",Não,Muito,Pouco,Moderadamente,Muito Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",10.0,Carro,Ruim,Péssimo,Regular,Regular,Regular,Ruim,Ruim,0,"Conheço, mas nunca utilizei",Regular,Bom,Ruim,,0,0,Não sei opinar,Regular,Regular,Ruim,0,Ruim,Ruim,Ótimo,0,Ótimo,Ótimo,Ruim,Ruim,Regular,Bom,Péssimo,Regular,Regular,Pouco
De 26 a 35 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Moderadamente,Pouco,Moderadamente,Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",7.0,Carro,Regular,Ruim,Péssimo,Ruim,Ruim,Péssimo,Ruim,0,"Conheço, mas nunca utilizei",Bom,Bom,Não sei opinar,,0,0,Não sei opinar,Ruim,Ruim,Ruim,0,Péssimo,Péssimo,Não sei opinar,0,Bom,Bom,Bom,Bom,Bom,Bom,Péssimo,Péssimo,Bom,Pouco
De 46 a 55 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,CENA/Lab.,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Moderadamente,Pouco,Pouco,Moderadamente,Inseguro(a),Não frequento o Campus no período noturno,12.0,Carro,Ruim,Regular,Não sei opinar,Ruim,Péssimo,Não sei opinar,Ruim,0,"Conheço, mas nunca utilizei",Regular,Regular,Regular,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,0,Não sei opinar,Não sei opinar,Não sei opinar,0,Bom,Bom,Péssimo,Ruim,Não sei opinar,Bom,Péssimo,Ruim,Bom,Pouco
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/Lab.,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Regular,Regular,Regular,Bom,Ruim,Ruim,Péssimo,0,Conheço,Bom,Ótimo,Bom,,0,0,Não sei opinar,Regular,Regular,Bom,0,Bom,Bom,Bom,0,Bom,Não sei opinar,Bom,Ótimo,Bom,Bom,Regular,Bom,Regular,Bastante
De 36 a 45 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/LPV,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, em outros lugares",Muito,Moderadamente,Muito,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",6.0,Carro,Ruim,Regular,Péssimo,Regular,Regular,Bom,Péssimo,0,Conheço,,Bom,Ruim,,0,0,Ótimo,Não sei opinar,Não sei opinar,Ótimo,0,Ótimo,Ótimo,Ruim,0,Péssimo,Ótimo,Ruim,Regular,Não sei opinar,Regular,Péssimo,Ótimo,Regular,Bastante
0,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,PUSP-LQ/Gabinete,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Extremamente,Extremamente,Muito,Seguro(a),"Não, continuo me sentindo seguro(a)",7.0,,Bom,Bom,Regular,Bom,Bom,Bom,Regular,0,Não conheço,Ótimo,Ótimo,Bom,,0,0,Bom,Bom,Bom,Ótimo,0,Bom,Bom,Regular,0,Ótimo,Ótimo,Bom,Bom,Bom,Bom,Regular,Ótimo,Bom,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,CENA/DVPROD,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Moderadamente,Muito,Muito,Seguro(a),Não frequento o Campus no período noturno,4.0,Carro,Regular,Regular,Regular,Ruim,Ruim,Regular,Regular,0,"Conheço, mas nunca utilizei",Regular,Regular,Regular,,0,0,Regular,Regular,Bom,Regular,0,Regular,Regular,Regular,0,Bom,Bom,Regular,Regular,Regular,Regular,Regular,Regular,Bom,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/LSO/Lab.,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",25.0,Carro,Regular,Ruim,Regular,Regular,Regular,Ruim,Regular,0,Não conheço,Regular,Regular,Regular,,0,0,Regular,Não sei opinar,Não sei opinar,Regular,0,Regular,Não sei opinar,Não sei opinar,0,Bom,Bom,Regular,Ruim,Regular,Regular,Ruim,Não sei opinar,Não sei opinar,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/LSO,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Muito,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,Ruim,0,Conheço,Regular,Bom,Regular,,0,0,Regular,Regular,Regular,Regular,0,Regular,Regular,Regular,0,Regular,Regular,Regular,Regular,Regular,Regular,Ruim,Regular,Regular,Nenhum
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,PUSP-LQ/Adm,0,Apenas em dias úteis (de segunda a sexta),,Não,"Conheço, mas não participei",Não,Extremamente,Moderadamente,Muito,Não sei opinar,Muito inseguro(a),"Não, continuo me sentindo seguro(a)",10.0,Carro,Bom,Regular,Não sei opinar,Regular,Bom,Regular,Ruim,0,Conheço,Regular,Bom,Regular,,0,0,Ótimo,Regular,Regular,Regular,0,Regular,Bom,Bom,0,Ótimo,Não sei opinar,Regular,Regular,Bom,Bom,,Ruim,Ruim,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/SVCEx,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Moderadamente,Pouco,Muito Pouco,Muito Pouco,Muito inseguro(a),"Não, continuo me sentindo seguro(a)",12.0,Carro,Ruim,Regular,Regular,Péssimo,Péssimo,Péssimo,Ruim,0,Conheço,Ótimo,Bom,Bom,,0,0,Não sei opinar,Bom,Bom,Não sei opinar,0,Não sei opinar,Não sei opinar,Não sei opinar,0,Ruim,Não sei opinar,Péssimo,Bom,Não sei opinar,Bom,Ruim,Ótimo,Ótimo,Pouco
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/SVG,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Não conheço,Não,Extremamente,Moderadamente,Extremamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",3.0,Carro,Bom,Regular,Não sei opinar,Bom,Bom,Bom,Bom,0,Conheço,Ótimo,Ótimo,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Bom,0,Ruim,Regular,Ótimo,0,Bom,Não sei opinar,Bom,Bom,Não sei opinar,Não sei opinar,Regular,Bom,Regular,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Moderadamente,Pouco,Moderadamente,Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Carro,Regular,Regular,Não sei opinar,Regular,Ruim,Ruim,Ruim,0,"Conheço, mas nunca utilizei",Bom,Regular,Ruim,,0,0,Não sei opinar,Regular,Regular,Ruim,0,Ruim,Regular,Bom,0,Ótimo,Ótimo,Ruim,Ruim,Não sei opinar,Bom,Regular,Regular,Regular,Bastante
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/Lab.,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, na instituição religiosa",Muito,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",10.0,Carro,Regular,Bom,Bom,Bom,Regular,Regular,Ruim,0,Conheço,Bom,Bom,Regular,,0,0,Bom,Bom,Bom,Regular,0,Regular,Regular,Bom,0,Bom,Bom,Bom,Bom,Bom,Bom,Ruim,Ruim,Bom,Bastante
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/ATFN,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Moto,Regular,Regular,Regular,Ruim,Ruim,Péssimo,Ruim,0,"Conheço, mas nunca utilizei",Regular,Ótimo,Ruim,,0,0,Não sei opinar,Ruim,Ruim,Ruim,0,Ruim,Ruim,Regular,0,Bom,Bom,Regular,Regular,Regular,Bom,Bom,Regular,Bom,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/CIP,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, no meu bairro/comunidade",Extremamente,Moderadamente,Muito,Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",35.0,Carro,Ruim,Regular,Ruim,Regular,Ruim,Ruim,Ruim,0,"Conheço, mas nunca utilizei",Regular,Regular,Regular,,0,0,Não sei opinar,Regular,Ruim,Ruim,0,Regular,Regular,Bom,0,Regular,Ruim,Regular,Regular,Ruim,Regular,Ruim,Regular,Regular,Bastante
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/LEA,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, na instituição religiosa",Muito,Muito,Moderadamente,Muito,Seguro(a),Não frequento o Campus no período noturno,8.0,Carro,Bom,Regular,Regular,Ótimo,Ruim,Regular,Ruim,0,"Conheço, mas nunca utilizei",Ótimo,Bom,Não sei opinar,,0,0,Bom,Bom,Bom,Bom,0,Bom,Bom,Bom,0,Bom,Bom,Bom,Bom,Não sei opinar,Bom,Regular,Bom,Ótimo,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,PUSP-LQ/Contab.,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, na instituição religiosa",Muito,Moderadamente,Muito,Muito,Muito inseguro(a),Não frequento o Campus no período noturno,10.0,Carro,Bom,Bom,Bom,Bom,Bom,Bom,Bom,0,"Conheço, mas nunca utilizei",Regular,Bom,Ruim,,0,0,Regular,Bom,Bom,Bom,0,Bom,Bom,Regular,0,Bom,Ótimo,Regular,Regular,Regular,Bom,Regular,Bom,Regular,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei","Sim, em outros lugares",Moderadamente,Moderadamente,Muito,Muito,Seguro(a),Não frequento o Campus no período noturno,30.0,Carro,Bom,Ruim,Regular,Ruim,Péssimo,Ruim,Regular,0,"Conheço, mas nunca utilizei",Regular,Ruim,Regular,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Regular,0,Péssimo,Bom,Não sei opinar,0,Bom,Bom,Bom,Regular,Bom,Bom,Regular,Regular,Regular,Pouco
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Muito,Moderadamente,Moderadamente,Moderadamente,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",4.0,Carro,Regular,Ruim,Regular,Regular,Ruim,Regular,Regular,0,Não conheço,Bom,Regular,Péssimo,,0,0,Regular,Regular,Regular,Ruim,0,Péssimo,Ruim,Regular,0,Regular,Bom,Ruim,Ruim,Regular,Bom,Ruim,Ruim,Regular,Bastante
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/SVCEx,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Extremamente,Muito seguro(a),"Não, continuo me sentindo seguro(a)",10.0,Carro,Regular,Ruim,,Regular,Bom,Ruim,Bom,0,,,,,,0,0,,,,,0,,,,0,,,,,,0,,,,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,PUSP-LQ/SCINFOR,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,"Sim, em outros lugares",Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",7.0,Carro,Não sei opinar,Regular,Não sei opinar,Regular,Péssimo,Péssimo,Ruim,0,"Conheço, mas nunca utilizei",Não sei opinar,Péssimo,Não sei opinar,,0,0,Ótimo,Não sei opinar,Não sei opinar,Péssimo,0,Não sei opinar,Não sei opinar,Ótimo,0,Ótimo,Não sei opinar,Ruim,Ótimo,Não sei opinar,Não sei opinar,Péssimo,Ruim,Regular,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/Museu,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Muito,Muito,Muito seguro(a),"Não, continuo me sentindo seguro(a)",7.0,Carro,Bom,Bom,Bom,Regular,Ruim,Ruim,Regular,0,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Ótimo,,0,0,Ótimo,Ótimo,Ótimo,Ótimo,0,Ótimo,Ótimo,Ótimo,0,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Ótimo,Péssimo,Regular,Regular,Pouco
De 36 a 45 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,Terceirzado/GuardaUniv.,0,Diariamente (de segunda a domingo),Sim,Não,Não conheço,Não,Muito Pouco,Pouco,Moderadamente,Pouco,Muito seguro(a),"Não, continuo me sentindo seguro(a)",10.0,Moto,Bom,Bom,Regular,Bom,Bom,Bom,Bom,0,Não conheço,Regular,Regular,Regular,,0,0,Regular,Regular,Regular,Regular,0,Regular,Regular,Regular,0,Péssimo,Regular,Regular,Regular,Regular,Ruim,Regular,Regular,Ruim,Pouco
De 36 a 45 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,Terceirzado/GuardaUniv.,0,,Sim,Não,Não conheço,Não,Muito,Muito,Muito,Muito,Seguro(a),Não frequento o Campus no período noturno,7.0,Carro,Bom,Bom,Bom,Bom,Bom,Não sei opinar,Bom,0,Não conheço,Bom,Não sei opinar,Não sei opinar,,0,0,Bom,Bom,Bom,Bom,0,Bom,Bom,Bom,0,Bom,Bom,Bom,Bom,Regular,Bom,Bom,Regular,Regular,Não sei responder
De 56 a 65 anos,Servidor Técnico-Administrativo,0,,0,0,0,0,ESALQ/SVCEx,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Moderadamente,Pouco,Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",30.0,Ônibus,Bom,Regular,Regular,Ruim,Péssimo,Ruim,Péssimo,0,Conheço,Bom,Bom,Ruim,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Regular,0,Regular,Ruim,Ótimo,0,Bom,Bom,Bom,Regular,Bom,Bom,Ruim,Regular,Ruim,Bastante
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,Terceirzado/GuardaUniv.,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,Conheço e já participei,Não,Muito,Muito,Muito,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",16.0,Moto,Regular,Ruim,Bom,Bom,Bom,Regular,Bom,0,Conheço,Bom,Bom,Bom,,0,0,Bom,Bom,Bom,Bom,0,Bom,Bom,Bom,0,Bom,Bom,Bom,Bom,Bom,Bom,Regular,Regular,Bom,Pouco
De 46 a 55 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/LPV,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, na instituição religiosa",Muito,Moderadamente,Moderadamente,Moderadamente,Inseguro(a),"Não, continuo me sentindo seguro(a)",2.0,,Regular,Bom,Bom,Regular,Ruim,Péssimo,Péssimo,0,Conheço,Péssimo,Ruim,Péssimo,,0,0,Regular,Não sei opinar,Não sei opinar,Regular,0,Regular,Ruim,Regular,0,Regular,Bom,Péssimo,Regular,Bom,Bom,Péssimo,Ruim,Bom,Bastante
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ,0,Diariamente (de segunda a domingo),Sim,Não,"Conheço, mas não participei",Não,Muito,Muito,Extremamente,Pouco,Inseguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",9.0,Moto,Regular,Ruim,Péssimo,Ruim,Regular,Péssimo,Ruim,0,"Conheço, mas nunca utilizei",Ruim,Regular,Ruim,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,0,Não sei opinar,Ruim,Não sei opinar,0,Regular,Ótimo,Bom,Regular,Péssimo,Ruim,Péssimo,Péssimo,Regular,Nenhum
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,CENA/DVECO,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, em outros lugares",Muito,Muito,Muito,Moderadamente,Indiferente,Não frequento o Campus no período noturno,15.0,Carro,Não sei opinar,Não sei opinar,Ruim,Regular,Regular,Ruim,Regular,0,"Conheço, mas nunca utilizei",Ruim,Péssimo,Péssimo,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,0,Péssimo,Ruim,Bom,0,Regular,Regular,Ruim,Ruim,Bom,Ruim,Péssimo,Ruim,Péssimo,Bastante
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,CENA/Expediente,0,Apenas em dias úteis (de segunda a sexta),Sim,Em partes,"Conheço, mas não participei",Não,Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",8.0,Moto,Ruim,Regular,Regular,Ruim,Regular,Regular,Regular,0,"Conheço, mas nunca utilizei",Bom,Bom,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Bom,0,Regular,Regular,Bom,0,Bom,Bom,Bom,Bom,Regular,Bom,Bom,Ruim,Regular,Pouco
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/SVEE,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Extremamente,Muito,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",5.0,Carro,Regular,Regular,Ruim,Bom,Regular,Regular,Ruim,0,"Conheço, mas nunca utilizei",Bom,Ótimo,Regular,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,,0,Bom,Não sei opinar,Bom,0,Regular,Bom,Regular,Ruim,Ruim,Regular,Péssimo,Ruim,Ótimo,Pouco
De 46 a 55 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/LCE,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito,Moderadamente,Pouco,Muito Pouco,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",8.0,Carro,Ruim,Regular,Regular,Regular,Regular,Ruim,Ruim,0,"Conheço, mas nunca utilizei",Bom,Regular,Péssimo,,0,0,Não sei opinar,Péssimo,Péssimo,Ruim,0,,Ruim,Bom,0,Bom,Não sei opinar,Bom,Ruim,Não sei opinar,Regular,Ruim,Regular,Não sei opinar,Nenhum
De 46 a 55 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,CENA/Administrativo,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei","Sim, em outros lugares",Muito,Pouco,Moderadamente,Moderadamente,Indiferente,"Sim, me sinto menos seguro(a) no Campus no período noturno",11.0,Carro e ônibus,Bom,Não sei opinar,Não sei opinar,Ruim,Ruim,Ruim,Ruim,0,"Conheço, mas nunca utilizei",Ruim,Regular,Não sei opinar,,0,0,Não sei opinar,Ruim,Ruim,Ruim,0,Ruim,Ruim,Regular,0,Bom,Bom,Ruim,Bom,Não sei opinar,Regular,Ruim,Bom,Ruim,Bastante
De 56 a 65 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,PUSP-LQ/DVEF,0,Diariamente (de segunda a domingo),Sim,Não,Conheço e já participei,Não,Extremamente,Muito,Extremamente,Extremamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",10.0,Carro,Bom,Ruim,Regular,Regular,Regular,Regular,Bom,0,Conheço,Ótimo,Ótimo,Bom,,0,0,Regular,Ótimo,Ótimo,Bom,0,Ótimo,Ótimo,Regular,0,Bom,Não sei opinar,Ótimo,Ótimo,Ótimo,Ótimo,Ruim,Ruim,Bom,Pouco
De 26 a 35 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,PUSP-LQ/DVEF,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,"Conheço, mas não participei",Não,Muito,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",2.0,Carro,Bom,Bom,Não sei opinar,Bom,Bom,Não sei opinar,Ótimo,0,"Conheço, mas nunca utilizei",Ótimo,Ótimo,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Não sei opinar,0,Ótimo,Ótimo,Não sei opinar,0,Bom,Não sei opinar,Bom,Bom,Não sei opinar,Bom,Não sei opinar,Bom,Regular,Pouco
De 46 a 55 anos,Servidor Técnico-Administrativo,Masculino,,0,0,0,0,ESALQ/TI,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Muito,Muito,Muito,Moderadamente,Indiferente,"Não, continuo me sentindo seguro(a)",3.0,Carro,Regular,Ruim,Regular,Péssimo,Péssimo,Ruim,Péssimo,0,"Conheço, mas nunca utilizei",Regular,Regular,Ruim,,0,0,Não sei opinar,Ruim,Ruim,Ruim,0,Regular,Regular,Não sei opinar,0,Bom,Regular,Péssimo,Ruim,Ruim,Regular,Ruim,Ruim,Ruim,Pouco
De 36 a 45 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ/LCA,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,Não,Moderadamente,Moderadamente,Pouco,Pouco,Seguro(a),"Não, continuo me sentindo seguro(a)",7.0,Carro,Ruim,Regular,Péssimo,Péssimo,Péssimo,Regular,Regular,0,Conheço,Bom,Bom,Regular,,0,0,Ruim,Bom,Bom,Regular,0,Bom,Bom,Bom,0,Bom,Bom,Bom,Bom,Regular,Regular,Ruim,Ruim,Bom,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,ESALQ,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, na instituição religiosa",Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Sim, me sinto menos seguro(a) no Campus no período noturno",8.0,Carro,Ruim,Regular,Regular,Bom,Bom,Ruim,Regular,0,"Conheço, mas nunca utilizei",Não sei opinar,Bom,Não sei opinar,,0,0,Não sei opinar,Não sei opinar,Não sei opinar,Ruim,0,Bom,Bom,Bom,0,Ótimo,Ótimo,Bom,Bom,Regular,Bom,Regular,Bom,Bom,Bastante
De 46 a 55 anos,Servidor Técnico-Administrativo,Feminino,,0,0,0,0,CENA/Contabilidade,0,Apenas em dias úteis (de segunda a sexta),Sim,Não,Conheço e já participei,"Sim, no meu bairro/comunidade",Moderadamente,Moderadamente,Moderadamente,Moderadamente,Seguro(a),"Não, continuo me sentindo seguro(a)",23.0,Carro,Bom,Bom,Bom,Bom,Bom,Ruim,Ruim,0,Não conheço,Regular,Regular,Regular,,0,0,Péssimo,Bom,Bom,Regular,0,Péssimo,Péssimo,Bom,0,Ótimo,Regular,Bom,Ruim,Ruim,Regular,Bom,Ruim,Bom,Bastante
